"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Austria","AUT","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19461.9969383816","20605.8535653617","21281.1547117021","21720.5110664013","22629.9709565858","23684.6200543557","24553.8401338753","25426.7174051837","26675.0431579236","27606.4830303088","29376.0197364753","29702.7975286074","31178.6933297272","32144.2418052358","33773.825776679","35013.7140443423","37662.1851663577","39430.6091682131","41316.225176699","40918.1321224314","42009.4385277438","44452.7327457999","46457.3457770311","47922.0491207455","48799.7154676985","49865.9039424185","52684.0171130768","54172.9867888254","56960.0914258929","58076.348801448","55685.9702933361","58430.6402512873",
"Azerbaijan","AZE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5253.44660826408","5321.81099375037","4149.74660557513","3217.65149470211","2603.60192877256","2317.59069546393","2366.63815438445","2522.62837120686","2779.61552655268","3000.92505671238","3381.66620983258","3770.85228711686","4159.94056320335","4639.79442615882","5159.85941090733","6740.4240629969","9243.49764554313","11732.8414907335","12969.2003782405","13972.5947839401","14678.7737395302","14804.5744507911","15957.7188502849","17188.9455056612","17443.8782563094","14938.4011276715","14371.0227410092","14121.4069355591","14549.0618972126","15051.5612816033","14478.5244519377","15854.5508382533",
"Burundi","BDI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","609.371647541677","648.330867116989","652.512222508418","647.477043592149","632.424953909955","559.836299430181","524.681068398009","525.83172726084","546.719839805259","535.962337056464","532.425919852103","542.030190166285","559.112337329033","545.775539314511","566.091631453863","567.700700411859","595.205565689488","609.593595544823","625.243739608448","620.896733786154","630.358192954177","646.103127483227","651.952327282116","696.497000211236","728.870060256426","797.05011411535","766.587220607525","750.787616270977","758.137611224729","760.453398933166","750.313062148695","774.54289094215",
"Belgium","BEL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18678.0102895051","19590.6991810208","20261.478105655","20462.1464568","21507.1213604371","22434.7069001259","22738.4488691093","23732.272246394","24368.9136857593","25440.8411888638","27784.5715041684","28788.0628411374","30282.2886450283","30932.8525095624","32063.0803240468","33177.8909458158","35259.1867115805","36791.2004331501","37883.3319417819","37749.5095365743","39840.0881958103","40942.372710454","42290.7620520019","43671.11959259","44929.685593416","46200.904454307","48597.3999826201","50442.2705419624","52535.23221854","54278.3894505636","53096.1414224062","58905.1637841184",
"Benin","BEN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1220.21458185828","1275.135741128","1302.24047956983","1349.49034534688","1354.59080377176","1436.73762604785","1487.59807779095","1554.14549343527","1584.96540576118","1642.173164791","1724.54671037395","1802.32459760145","1858.76676518554","1902.50292259119","1979.29289911841","2011.39667736316","2090.28425488276","2210.7927096781","2294.86987751056","2294.60279263052","2302.6877910018","2350.35645152303","2427.43265922317","2590.92504537631","2745.85861163361","2792.60964526702","2901.26467091701","2933.8373843172","3112.79745336659","3289.65516924035","3360.98741640516","3649.04065049671",
"Burkina Faso","BFA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","568.630146341943","625.178195411171","625.322827184169","646.047073403215","651.879799348004","685.788688392577","755.708141447607","796.589149193638","840.984430760182","889.501251044902","899.584820546202","951.314407021718","977.668518493994","1041.89856330638","1083.24931305826","1176.3572973137","1248.87304213661","1295.4671174055","1356.37219555766","1364.89564531445","1454.57874744176","1536.80894422349","1568.0668585351","1629.31783621598","1637.92805098986","1657.91610692212","1833.43305343067","1978.15501161376","2100.2222623551","2199.11662609236","2208.39822946104","2394.70536478773",
"Bangladesh","BGD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","979.948003418894","1028.28858970224","1088.74013682352","1144.97083250575","1191.83518519025","1255.4876301115","1313.07393811762","1370.95971760906","1431.06189691372","1490.19028016809","1574.33157000775","1659.71135593413","1717.97006166662","1803.13815313436","1916.45203805736","2074.01158542506","2253.20981718595","2451.54221317623","2625.40635940305","2751.2178775571","2906.05192049693","3119.92997298099","3493.92282116642","3734.72565095224","3997.28670058811","4216.71973916456","4558.56389477538","4830.7760826813","5246.92358804758","5697.9492180924","5897.58894780473","6493.80939271608",
"Bulgaria","BGR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7546.72738415023","7214.13620037769","6915.81218871297","7030.80429749899","7336.36310928731","7738.90371234291","6847.020528398","5750.46360318412","6177.68384626167","5807.84034946477","6421.9792664239","6958.98877892662","7786.4484224601","8416.9708650589","9201.49050249517","10291.4238650414","11408.1180610219","12819.2918198905","14346.7842204076","14181.0930945772","14954.9991114533","15739.9225794106","16319.7809828349","16651.9352006304","17619.6051941257","18392.1612374798","20080.8180795806","21473.8048126847","23011.5409053762","24411.2816301826","24799.074537596","27926.1092195085",
"Bahrain","BHR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25731.1649187926","28594.0918342748","30129.9623716511","33643.6304591696","33149.5742476964","34045.3942781628","34962.9567076082","35548.6561420837","36559.2764541062","37570.9167849775","39360.4320898099","40186.9453085917","41161.5625780613","42900.8133510832","44006.7127561133","44780.1156664312","45651.591942431","47380.1664464359","48078.8438742404","46708.7358567087","47929.443463014","49960.2678680839","53778.4886740831","53672.1042194471","52073.9846164495","45900.7030253586","45281.3019203255","48929.4470119951","50106.7863992199","51869.4554543792","50468.2538003506","54256.7714345513",
"Bahamas, The","BHS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20326.6282234118","19742.9286101936","19012.9736733393","19104.1062306335","19727.1620056098","20632.7466671401","21511.6337127041","22992.2267406031","21835.9015846113","24466.4995739748","25678.7672693082","26569.567274815","27350.3873823749","27172.3793593626","27770.7808899826","29212.6184635747","30446.4828790179","31278.0593499352","30697.063197344","29180.5158139166","29566.5798223197","29990.1643116344","30658.4006276759","30328.9444805651","31761.2753058053","32260.8269619199","32341.2098064249","34357.2706570791","35564.9514503491","36645.8211166295","28119.2472345762","33188.7324722864",
"Bosnia and Herzegovina","BIH","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","943.124129122338","1166.84435517193","2154.87821640162","2843.98299307173","3270.26571477029","3601.50284699629","4127.08958139999","4289.9510287879","4653.1316468785","4911.41804203724","5405.56464126005","5959.02483138061","6879.3297729865","7695.24039471217","8595.75895691411","8698.42175126034","9088.31075378121","9753.58689767116","10104.3995073966","10791.4599935277","11150.0655202724","11687.2902857796","12720.5612031591","13402.4339719652","14581.3623416022","15418.97991838","15336.9107044169","17376.6082401412",
"Belarus","BLR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5226.139654438","5335.57880421631","4922.4572163464","4645.89357402675","4194.88109419707","3849.89723270291","4043.74990480274","4601.50308460716","5066.94283697859","5337.01583982897","5801.75812955794","6244.74774377741","6704.59227948782","7369.84590615975","8491.89483925911","9647.1211805994","11006.4559116376","12332.50291934","13898.9996765798","14050.5715635795","15361.8317068326","16563.2014078209","18105.2867180444","18994.1901887615","19008.0610153147","18095.6651782737","17785.9431970966","18356.1007741722","19428.0074589115","20092.8803713875","20278.4739462373","21698.5740886624",
"Belize","BLZ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4531.42366199298","5112.74534218285","5740.60689917084","6118.51529464146","6127.7313450876","6137.28124174879","6124.78279837328","6237.3647175232","6328.21897232367","6756.76285163768","7559.29595353417","7867.53701468187","8139.93002288877","8799.76901844963","9171.967861638","9383.18477147453","9823.53698899048","10123.3439800478","9878.20697420947","9628.79510749406","9623.86868033156","9592.13083070436","9113.47485341427","9314.22500902774","9246.7237525975","9317.19683592962","9161.6250471445","8873.7540251936","9008.73661819419","9409.59779932607","8124.9839324682","9626.57357080288",
"Bermuda","BMU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34870.7477537551","34955.5582770959","35990.578111392","37749.2083732918","38518.4174421737","40763.3866085376","42317.9241727648","44753.9587284979","46678.6017993544","48664.5399508505","53921.7736769822","58484.1524018877","58138.3998128493","60908.0397060905","63578.1922805251","66239.4667912365","71656.7235772631","75627.2475293548","75193.3463873599","71022.3078466874","70627.8221941123","69998.8434204712","67453.8205236015","68993.2274876771","68775.4467426718","71873.2280578182","76362.0514142141","81834.9558735543","83368.6225507397","85129.0704598802","80286.4420905247","88185.4658683497",
"Bolivia","BOL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2294.72891353634","2446.01566050183","2491.52670796534","2606.57580088191","2732.4421138578","2865.22704633664","2988.5721005623","3132.592372612","3267.2261367183","3267.43222632468","3364.02436571423","3436.37487036006","3514.59137568506","3617.40341020172","3802.81090401932","4025.10904617997","4273.03812270534","4509.2105538811","4794.60369958426","4902.61057678333","5079.38272115006","5363.98790270809","5814.07013496348","6500.87680686824","6920.77886136151","6992.12758132485","7345.82684281583","8244.93344455748","8668.55385326589","8888.70114945264","8100.52934584379","8846.08196476077",
"Brazil","BRA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6617.94470340607","6793.80794114792","6797.15394115037","7183.89586575445","7644.21860236162","8008.05893049632","8208.21959274729","8504.68147862832","8503.6978873338","8541.71072531884","8994.74306157793","9202.87648404925","9510.82388253962","9693.55548230219","10407.8393521161","10954.8602632616","11614.4985379272","12522.5159385083","13281.0743859618","13222.7488780054","14254.5197697447","14989.1577837574","14994.3434693981","15535.723765174","15664.8017411414","14692.6323066956","14208.1611051807","14477.86176806","14968.8547543947","15304.9076953685","14789.8785635061","16031.0861728725",
"Barbados","BRB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9647.54639731515","9565.10321543554","9197.45960887253","9461.67074937887","9831.0262567862","10216.2511689052","10796.8233846464","11484.7770833201","12027.9671078777","12213.8278270122","13022.0096218854","12965.1468121475","13217.201339349","13717.521690709","14231.0706191453","15202.8525992517","16571.6326649349","17307.8720644454","17675.1852019102","16824.5570813662","16568.3689564998","16749.0393461095","15726.2358029347","15747.1370908403","15575.9507292616","15947.4215222808","16370.7456228065","16198.9621604366","16386.1913227355","16628.1685712154","14561.8592495757","15110.9573312342",
"Brunei Darussalam","BRN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55168.2508834989","57099.0256481043","59512.9401993712","59542.9697581132","61175.5485066134","63693.0916485975","65179.1360653858","63863.7108049069","62830.2712988","64276.500587034","66212.6098228208","68169.5022821683","70522.9035780364","72627.3339025796","73618.9315037168","74921.4136118765","79312.3333137377","80302.2199299065","79040.2883075579","76993.474621141","78784.8272242349","82300.6560453021","86588.6095204115","82305.276253661","80027.9852998551","61572.6217036362","55477.4693975286","60173.0511336013","61075.2820562023","64016.7544304588","64977.3063057703","66055.2483023615",
"Bhutan","BTN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1480.70036254856","1499.64214241707","1668.35151961215","1825.78342356075","1955.52144416999","2112.33085062706","2228.64532209768","2347.96987847424","2468.42702394111","2637.51697614612","2710.77622880027","2923.4768709388","3211.22207819505","3444.10591434036","3660.44500142716","3968.93354181365","4313.17139364825","5178.81318302249","5466.31780694291","5805.76196223259","6504.34793351835","7090.94827651626","7697.50641546979","7785.21406413651","8462.79859927604","9303.94598245162","10275.1605932496","10986.8881359297","11502.1567814496","12295.1837429135","11124.6671314508","11983.3169712681",
"Botswana","BWA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5817.92763944785","6280.19728197788","6424.04800672599","6511.80528441803","6702.91354183321","7134.36251040614","7501.26459356623","8076.12621190525","8023.18632177902","8733.6500222027","8922.18534735166","8964.66118235049","9478.37060504557","9936.89141590932","10298.0937890183","10907.1413457218","11957.3278088077","12739.0391370277","13136.1690418115","11119.5760629412","12139.4985301962","12976.260675745","12069.4687672148","12833.2783556398","14338.5740818842","13420.506600771","15277.0423219562","14656.772988721","15319.5268585675","15756.04377791","14287.5105895124","16304.1533572515",
"Central African Republic","CAF","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","634.177324496431","632.015969546095","585.952580583949","582.872800890118","605.155294740502","644.367978720642","613.65127454276","639.2801578056","658.470255389713","672.80711761996","652.393760718375","681.360011221161","701.340145279042","660.417846049021","703.37720097409","715.726242711717","757.618328911279","798.836079380152","813.832069367003","870.422304732301","902.781584213177","945.593128485274","1024.24756278492","683.96563252261","670.103823403593","733.749580708051","787.471168424675","839.600009452135","875.065112969144","898.137302825821","894.193373089326","920.078470147941",
"Canada","CAN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25258.8605604948","26319.6741635104","27841.3533496575","29362.0841609786","30230.8029655917","30963.0530022941","32349.9436608677","33925.7067319515","36327.2286544972","38119.4131958397","39575.3097484091","40376.3068799056","38865.4134577266","40099.4482394377","41666.7076267956","42290.9654102745","44298.5787342765","45753.7505547994","44670.0805385838","46472.3402486315","48317.1745835151","49992.7622757708","49299.21177121","46572.1374328364","52085.0356853372",
"Central Europe and the Baltics","CEB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7093.25670802196","6647.38934811227","6688.58588743024","6957.13920016951","7396.40733833883","7991.44692856681","8399.75561362327","8706.25324626729","9097.12503350764","9396.48692438661","10014.7202009","10798.4239272599","11630.6170599899","12340.6287899663","13483.7882813388","14312.9684560218","15921.4329568433","17760.1407318069","19674.1150550051","19701.3837115895","20819.3203413701","22301.5845210363","23099.3496942851","23857.0657071316","24923.3972177887","26130.7547161849","27751.4833912986","29827.6191720997","31999.1178316735","33785.0584327582","33936.619267869","37291.4270585465",
"Switzerland","CHE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28470.3589447096","28801.3748996261","29121.9921289225","29504.797071","30275.1914696119","30851.8004105071","31534.0960736994","32771.0593671899","33905.1273776599","34818.0760351278","36772.6946184421","37896.6969577575","38814.3717381965","38840.8818833536","40336.4089557059","41749.2164457237","46502.9282746387","51208.0988282218","54096.8078629618","53354.0046402285","54858.4480758362","57987.5020305492","59933.5986829168","62225.087267788","64103.0104476336","66020.2043398841","68105.1549836834","69103.570264696","71660.2068398902","72033.9294404588","71731.9605757354","77273.6072371908",
"Channel Islands","CHI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4480.97508827996","4920.36615479311","5588.40694474336","6086.40536513797","6537.9681016822","7321.95425364816","8038.27205352651","8688.99493109595","9016.15831704185","9002.17411847634","9579.82244222593","10032.5798507187","10396.3170349862","10957.2486240375","11792.4248045237","12685.0279639862","15676.5834281532","16875.7145632511","16550.4489136795","16118.3767465671","18104.7245956272","20330.5245995546","21584.6812677939","22425.5894162187","22779.4276696968","22691.4866247346","23492.2878562645","24546.9124208604","25564.536716881","25206.401655096","24849.7066432396","28684.7802666972",
"China","CHN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","981.41920741335","1093.56622897445","1262.02548338472","1454.49159197216","1660.34687960293","1860.5250626322","2060.86809985132","2266.72883819804","2448.48229055823","2650.17868564953","2917.24252975223","3208.22995657984","3532.08165146854","3938.73027446517","4427.13100314759","5056.40472408662","5842.77863595644","6818.9234092516","7581.45351258495","8305.76018514131","9254.77960343715","10292.9404780759","11168.6972979775","11872.4973811617","12480.3385303742","12897.5022868649","13483.3772665228","14243.5326108474","15495.548422109","16652.0988008463","17189.2817942534","19338.2340845061",
"Cote d'Ivoire","CIV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2756.25353695449","2744.9106299685","2698.27946553165","2657.9322731335","2640.38055219923","2787.38001974434","2952.26236674366","3180.31730296334","3242.54752912108","3227.52017112998","3202.95174245373","3121.72784842705","3007.35726347882","2852.0204336213","2952.04126240799","3005.99833166273","3116.37115251324","3166.67153731872","3310.47535004859","3379.41256449637","3577.70698188747","3384.93097904752","3483.68978873195","3801.61647098285","4254.23089586308","4579.81476862528","4650.67006394623","4750.93645090584","5067.86155405383","5343.00160596865","5377.78552757916","5850.05192548799",
"Cameroon","CMR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014.18037639308","1943.94214895997","1870.86979461407","1712.72131331747","1731.90467073992","1769.43373147217","1827.47508633157","1892.15697574299","1951.60064769718","2014.29888469331","2083.23424827305","2164.67041253454","2236.10069588762","2339.84064903803","2502.37908358927","2567.22358674193","2673.56321316108","2786.08559701253","2838.69507761317","2848.3299561677","2882.75070003552","2957.16345616517","3022.35801139264","3194.16203216676","3369.32489033484","3437.7898257802","3559.13512043726","3691.09472365252","3821.67110906348","3915.05150786601","3866.25447217005","4065.31160958852",
